Date,"Linux","Debian","Ubuntu","Red Hat Enterprise Linux","Windows XP","Windows 7","Windows 8","Windows 8.1","Windows Vista","Windows 10"
2020-05-13,4803,1307,2410,1434,2149,2404,1230,968,1270,5588
2020-05-14,4679,1223,2401,1316,2368,2279,1220,953,1263,5357
2020-05-15,4369,1300,2240,1075,2078,2096,1099,943,1152,5190
2020-05-16,4006,1130,2061,529,2043,2058,991,863,1139,4672
2020-05-17,3816,1115,1996,524,1872,1957,1022,854,1164,4524
2020-05-18,4482,1192,2205,1284,2084,2249,1015,958,1138,4888
2020-05-19,4737,1344,2410,1394,2111,2179,1046,910,1203,4997
2020-05-20,4313,1247,2234,1289,1872,2232,1123,938,1253,5002
2020-05-21,4318,1220,2188,1193,1971,2087,1034,878,1116,4980
2020-05-22,4222,1092,1949,963,2064,2142,1100,900,1235,4861
2020-05-23,3561,1049,1823,478,1818,2005,908,745,1144,4367
2020-05-24,3528,1128,1792,435,1629,1960,875,817,1193,4188
2020-05-25,4456,1272,2047,843,1846,2112,1056,886,1167,4966
2020-05-26,4487,1215,1998,1289,1975,2231,1094,866,1140,5300
2020-05-27,4356,1110,1987,1279,1884,2114,1134,896,1083,6110
2020-05-28,4407,1173,2082,1290,1930,2150,1106,922,1167,7070
2020-05-29,4013,1149,2043,1123,1849,2458,1042,800,1039,5510
2020-05-30,3577,1097,1936,480,1701,1742,845,700,939,4631
2020-05-31,3596,1084,1903,464,1707,1691,836,763,940,4329
2020-06-01,4077,1173,1970,987,1765,1942,1034,795,945,4746
2020-06-02,4117,1142,2101,1328,1840,1924,1007,887,1027,4531
2020-06-03,4040,1261,2188,1358,2026,2045,1073,854,1121,4600
2020-06-04,4148,1191,2136,1233,2104,2088,1038,845,1095,4703
2020-06-05,4269,1201,2160,1096,2102,2068,1041,857,1173,4629
2020-06-06,3660,1056,1789,520,1882,1878,888,783,997,4172
2020-06-07,3634,1067,1778,488,1860,1878,991,797,1001,4293
2020-06-08,4147,1195,2139,1147,1830,2008,1038,860,1005,4710
2020-06-09,4040,1231,2111,1210,1982,2123,1063,849,1108,5011
2020-06-10,4081,1204,2071,1255,2095,2201,1117,905,1113,5632
2020-06-11,3732,1149,1894,1106,2094,2186,1061,821,1071,5197
2020-06-12,3808,1094,1812,1014,2019,2178,1064,873,1085,5012
2020-06-13,3309,975,1590,448,1859,2104,977,840,953,4512
2020-06-14,3141,1008,1563,473,1732,1991,969,815,994,4196
2020-06-15,3651,1112,1882,1207,1930,2086,1054,932,1024,5101
2020-06-16,3814,1082,2075,1245,1922,2171,1135,841,1132,5171
2020-06-17,3838,1118,2215,1256,1818,2184,1015,836,1067,5082
2020-06-18,3857,1156,2273,1226,1900,2194,1065,835,1038,4812
2020-06-19,3625,1015,1873,1003,1772,1934,989,757,937,4590
2020-06-20,3229,974,1621,441,1899,1961,1004,839,910,3923
2020-06-21,3211,898,1661,449,1680,1854,845,709,878,3804
2020-06-22,3842,1200,2031,1179,1725,2145,1121,872,1022,4827
2020-06-23,4002,1197,2062,1319,1884,2275,1144,859,1196,4804
2020-06-24,3961,1118,2081,1393,1840,2135,1028,845,1128,4568
2020-06-25,3903,1073,2009,1241,1824,2267,1060,867,1081,4565
2020-06-26,3435,1074,1877,945,1680,2080,969,794,1061,4155
2020-06-27,3195,918,1615,468,1604,1932,978,717,996,3792
2020-06-28,3333,955,1773,472,1661,2000,912,752,1111,4005
2020-06-29,4053,1092,1870,1085,1807,2132,1058,796,1102,4337
2020-06-30,3791,1114,1903,1221,1728,2112,966,765,987,4244
2020-07-01,3712,1128,1810,1041,1581,1947,984,759,1010,4181
2020-07-02,4368,1061,1871,1063,1614,2124,1030,913,1093,4509
2020-07-03,4038,1157,1878,756,1478,1891,976,776,945,4056
2020-07-04,3436,945,1676,402,1583,1778,866,677,971,3742
2020-07-05,3205,901,1595,440,1494,1815,920,787,1008,3699
2020-07-06,3853,1094,1838,1063,1696,1988,889,759,1029,4007
2020-07-07,3762,1087,1944,1161,1723,2068,1030,875,1059,4175
2020-07-08,4052,1087,1913,1192,1775,2448,1135,875,1180,4294
2020-07-09,3776,1165,1914,1200,1666,2197,963,750,1035,4067
2020-07-10,3662,1129,1763,920,1611,2150,935,767,1132,4144
2020-07-11,3241,936,1489,467,1411,1880,854,670,911,3720
2020-07-12,3267,923,1550,453,1492,2080,905,773,933,3791
2020-07-13,4085,1050,1920,1127,1719,2155,932,912,1043,4366
2020-07-14,4035,1128,1918,1134,1702,2140,915,792,1058,4680
2020-07-15,3823,1077,1863,1197,1746,2280,1262,874,1108,4816
2020-07-16,3723,1142,1900,1155,1782,2281,1089,820,1148,4609
2020-07-17,3553,2299,1688,971,1615,2182,985,829,1022,4402
2020-07-18,3188,1932,1658,414,1837,2108,1065,876,1217,4221
2020-07-19,3177,3829,1699,448,1634,1922,920,761,953,4128
2020-07-20,3765,4186,1881,1027,1654,2451,1093,819,1078,4561
2020-07-21,3880,3811,1964,1183,1692,2195,988,807,1066,4517
2020-07-22,3813,1368,1828,1159,1793,2472,1052,871,1219,4607
2020-07-23,3757,1083,1890,1215,1648,2373,1050,854,1089,4550
2020-07-24,3473,1094,1694,946,1724,2230,1006,837,1087,4487
2020-07-25,3302,996,1548,470,1550,2130,900,752,965,4029
2020-07-26,3290,921,1591,462,1608,1995,977,760,961,4047
2020-07-27,3682,1133,1850,1085,1587,2138,1013,883,1036,4596
2020-07-28,3761,1207,1761,1199,1722,2181,980,800,1070,4529
2020-07-29,3550,1091,1696,1177,1765,2257,1149,932,1103,4995
2020-07-30,3469,1069,1710,1137,1641,2226,908,719,1038,4431
2020-07-31,3183,1000,1560,976,1569,2008,932,733,970,4076
2020-08-01,2957,892,1394,380,1454,1741,812,733,925,3795
2020-08-02,3117,1000,1520,387,1436,1850,835,727,869,3875
2020-08-03,3558,1049,1827,1021,1604,2042,967,801,1053,4257
2020-08-04,3795,1127,1841,1154,1630,2113,974,744,1027,4142
2020-08-05,3611,1066,1816,1184,1624,2040,907,739,1035,4110
2020-08-06,3707,1079,1874,1172,1676,2293,1042,770,1102,4367
2020-08-07,3335,949,1760,960,1658,2039,1112,798,1050,4264
2020-08-08,3170,1065,1623,415,1551,1958,1025,706,1026,3817
2020-08-09,3472,1085,1616,485,1423,1904,966,698,1018,4042
2020-08-10,3916,975,1779,1078,1711,2124,1103,855,1070,4392
2020-08-11,3833,1162,1894,1120,1722,2294,1062,903,1146,4781
2020-08-12,3820,1039,1933,1138,1704,2251,943,846,1113,4922
2020-08-13,3895,1097,1905,1201,1777,2466,1031,888,1120,4762
2020-08-14,3728,1032,1848,1008,1608,2123,1098,817,1156,4331
2020-08-15,3233,947,1568,406,1525,1995,862,770,981,3728
2020-08-16,3526,1170,1637,432,1534,2032,888,737,1117,3700
2020-08-17,3806,1196,1993,1148,1697,2268,1047,847,1101,4476
2020-08-18,4089,1107,1892,1203,1722,2331,1025,869,1095,4521
2020-08-19,4209,1085,1975,1116,1731,2358,1044,863,1114,4703
2020-08-20,3749,1128,1937,1112,1788,2441,1061,921,1059,4667
2020-08-21,3633,1020,1875,1026,1712,2421,1113,912,1092,4575
2020-08-22,3295,870,1606,410,1450,2082,1031,750,957,4024
2020-08-23,3239,919,1674,387,1549,2111,929,862,1025,4019
2020-08-24,4025,1148,2029,1112,2575,2641,1379,1143,1588,5156
2020-08-25,4836,1133,2015,1149,2606,2726,1401,1138,1544,4865
2020-08-26,4497,1062,1988,1208,2235,2562,1211,1608,1376,4827
2020-08-27,4107,1020,1981,1071,2041,2509,1068,845,1247,4709
2020-08-28,3740,1049,1815,971,1859,2269,1096,897,1111,4536
2020-08-29,3342,839,1587,432,1679,2139,964,766,1001,3988
2020-08-30,3459,904,1623,410,1627,2011,1034,737,962,3941
2020-08-31,3815,1101,1940,1020,1885,2269,1051,889,1076,4484
2020-09-01,3969,1097,1858,1120,1752,2340,1059,861,1095,4608
2020-09-02,4325,1061,2088,1169,1659,2351,1148,897,1073,4542
2020-09-03,4158,976,2000,1102,1923,2442,1156,908,1182,4539
2020-09-04,3963,984,1736,915,1817,2194,1057,802,1175,4465
2020-09-05,3103,982,1574,449,1488,1975,894,740,1008,4234
2020-09-06,3284,909,1621,465,1674,2000,986,761,1032,4131
2020-09-07,4124,1078,1985,868,1793,2168,1041,887,1065,4452
2020-09-08,4286,1061,2054,1159,1862,2598,1111,955,1133,5126
2020-09-09,4340,1107,2020,1219,1894,2519,1158,922,1207,5083
2020-09-10,4321,1129,2064,1227,1852,2365,1151,934,1150,5119
2020-09-11,4019,1093,1973,1008,1888,2570,1129,920,1138,4841
2020-09-12,3640,989,1634,445,1704,2295,1003,784,948,4147
2020-09-13,3401,869,1718,435,1568,2015,940,694,944,3895
2020-09-14,4229,1078,2120,1179,2159,2456,1262,977,1224,5165
2020-09-15,4280,1136,2060,1246,1917,2487,1219,968,1223,5225
2020-09-16,4186,1118,2035,1125,2048,2565,1312,1088,1260,5521
2020-09-17,5238,1166,1996,1238,1765,2438,1258,990,1088,7451
2020-09-18,4199,1065,1903,1030,1703,2387,1117,907,1125,5897
2020-09-19,3316,873,1644,374,1504,2052,983,952,1040,5013
2020-09-20,3454,954,1641,460,1637,1928,1050,778,1077,4719
2020-09-21,4259,1150,2065,1130,1906,2345,1267,987,1157,5010
2020-09-22,4314,1176,2113,1158,1845,2384,1196,842,1183,4897
2020-09-23,4521,1162,2495,1279,1866,2493,1122,829,1160,4943
2020-09-24,4382,1109,2246,1172,1870,2482,1042,872,1117,4946
2020-09-25,4108,1060,2234,1059,2635,2366,1145,900,1194,4619
2020-09-26,3776,1011,2015,449,2582,2213,1094,856,1176,4298
2020-09-27,3907,1038,2116,449,2343,2103,1085,838,1136,4212
2020-09-28,4755,1224,2537,1125,2343,2382,1242,937,1337,4791
2020-09-29,4774,1222,2568,1186,2347,2471,1208,887,1367,5027
2020-09-30,4406,1130,2323,1177,2042,2432,1087,813,1168,4660
2020-10-01,3947,1120,2078,1128,1949,2145,1036,787,1136,4369
2020-10-02,3549,1068,1818,965,1850,2058,938,731,1074,4154
2020-10-03,3071,918,1664,397,1616,1991,874,709,933,3746
2020-10-04,3219,901,1705,422,1601,1905,930,733,964,3762
2020-10-05,4175,1144,2049,1199,2056,2340,1143,857,1240,4377
2020-10-06,4394,1052,1934,1258,1913,2267,1112,843,1163,4786
2020-10-07,11786,1229,2357,1292,2360,3753,1362,1051,1468,5657
2020-10-08,12468,1219,2211,1312,2451,3504,1390,1034,1382,5886
2020-10-09,12541,1129,2126,1117,2254,3499,1394,992,1361,5920
2020-10-10,10726,934,1850,531,2064,3106,1122,932,1163,4928
2020-10-11,10826,1024,1936,485,2104,3187,1188,846,1187,4920
2020-10-12,12991,1204,2155,1203,2386,3668,1400,1002,1391,5642
2020-10-13,13294,1217,2429,1248,2354,3673,1428,1027,1382,6125
2020-10-14,13034,1229,2211,1336,2370,3538,1340,957,1411,6335
2020-10-15,13370,1127,2380,1328,2286,3862,1534,994,1397,5971
2020-10-16,12676,1257,2179,965,2274,3374,1421,1082,1365,5829
2020-10-17,10604,1043,1863,458,2161,3461,1336,882,1207,5203
2020-10-18,11344,1025,2018,483,2109,3098,1296,899,1253,4981
2020-10-19,13643,1120,2437,1184,2533,3646,1677,1057,1528,5680
2020-10-20,14253,1257,2500,1292,2597,3755,1534,1044,1520,6981
2020-10-21,13269,1243,2463,1281,2673,3898,1504,1195,1641,8059
2020-10-22,13341,1225,2701,1260,2413,3895,1552,1069,1437,6947
2020-10-23,12477,1260,2527,1021,2238,3588,1494,1085,1408,6210
2020-10-24,11168,1031,2005,404,2152,3283,1313,1009,1214,5506
2020-10-25,11351,1075,2066,466,2590,3398,1392,975,1342,5190
2020-10-26,13248,1188,2343,1129,2625,3721,1576,1141,1468,6352
2020-10-27,13779,1275,2403,1185,2563,3969,1509,1029,1469,6432
2020-10-28,13316,1225,2280,1271,2479,3985,1599,1103,1424,6272
2020-10-29,13188,1230,2296,1141,2328,3766,1441,1077,1385,6255
2020-10-30,12583,1152,2128,1073,2327,3456,1421,924,1331,5775
2020-10-31,10985,974,1674,457,2058,3600,1773,869,1211,4939
2020-11-01,11035,873,1856,458,2113,3023,1187,848,1132,4905
2020-11-02,13338,1239,2270,1215,2477,3752,1469,1027,1427,5834
2020-11-03,13576,1282,2212,1243,2408,3769,1498,1000,1489,5852
2020-11-04,12549,1013,2053,1307,2039,3620,1250,859,1220,5570
2020-11-05,12780,1130,2249,1224,2194,3520,1332,976,1261,5680
2020-11-06,12900,1061,2083,986,2322,3572,1322,958,1277,5441
2020-11-07,11497,897,1656,459,1947,3248,1107,776,1130,5068
2020-11-08,11474,959,1633,432,2092,3227,1210,874,1208,4864
2020-11-09,13882,1239,2207,1138,2353,3891,1399,1045,1392,5734
2020-11-10,13751,1138,2124,1236,2533,3846,1436,1077,1567,6118
2020-11-11,13057,1178,2174,1059,2390,3834,1498,1075,1569,6424
2020-11-12,12807,1278,2066,1143,2370,3475,1424,1082,1408,6368
2020-11-13,12657,1175,2233,979,2400,3379,1352,947,1417,6103
2020-11-14,10833,944,1660,433,2013,3129,1176,807,1194,5095
2020-11-15,11424,1009,1868,481,2160,3089,1212,878,1278,4968
2020-11-16,13375,1209,2153,1051,2347,3761,1491,1058,1476,5971
2020-11-17,13271,1200,2260,1171,2586,3683,1473,1093,1511,5899
2020-11-18,13591,1310,2177,1257,2645,3531,1487,1132,1478,6028
2020-11-19,14212,1275,2319,1309,2572,3728,1621,1200,1474,5944
2020-11-20,13747,1092,2084,978,2613,3651,1500,1049,1532,5527
2020-11-21,12424,1065,2002,504,2303,3447,1382,1030,1422,4790
2020-11-22,12444,1005,2015,492,2314,3461,1337,988,1404,4731
2020-11-23,14610,1192,2263,1105,2482,3947,1485,1060,1434,5775
2020-11-24,15110,1194,2220,1075,2450,3761,1443,1091,1581,5486
2020-11-25,14808,1167,2162,1018,2549,3751,1494,1052,1433,5370
2020-11-26,14544,1194,2106,873,2439,3655,1421,1003,1365,5263
2020-11-27,14188,1035,1991,758,2176,3602,1297,936,1354,5244
2020-11-28,13335,940,1771,484,2192,3629,1247,858,1240,4665
2020-11-29,12841,1046,1846,470,2094,3426,1229,891,1225,4687
2020-11-30,14943,1150,2165,1141,2762,3909,1464,1067,1496,5497
2020-12-01,14702,1191,2116,1199,2543,3987,1517,1042,1565,5483
2020-12-02,14923,1226,2187,1267,2444,3837,1478,1052,1511,5300
2020-12-03,14727,1283,2139,1167,2910,4001,1517,1064,1667,5130
2020-12-04,13338,1084,2054,905,2723,3891,1337,932,1575,4904
2020-12-05,11998,1034,1895,452,2421,3644,1265,850,1339,4386
2020-12-06,12109,989,1771,431,2329,3502,1373,973,1331,4603
2020-12-07,14111,1306,2291,1179,2485,4190,1622,1151,1514,5066
2020-12-08,14573,1398,2382,1597,2475,4015,1549,1028,1486,5331
2020-12-09,14595,1724,2441,2267,2470,3857,1473,1075,1497,5508
2020-12-10,15461,1669,2392,1860,2388,3937,1405,1036,1535,5346
2020-12-11,14097,1495,2364,1625,2419,3866,1427,1073,1436,5169
2020-12-12,12673,1400,1904,892,2204,3719,1258,919,1245,4456
2020-12-13,12692,1182,1821,880,2195,3781,1271,955,1282,4375
2020-12-14,14965,1423,2433,1522,2503,4190,1487,1143,1474,5476
2020-12-15,15825,1404,2308,1372,5350,5912,1524,987,3139,5337
2020-12-16,15684,1555,2121,1522,6153,5391,1549,1020,2543,5359
2020-12-17,16613,1398,2323,1345,3147,4433,1516,1035,1777,5754
2020-12-18,15016,1178,2088,1126,2532,4033,1535,1055,1577,5079
2020-12-19,13651,1172,1723,561,2340,3765,1348,1002,1340,4338
2020-12-20,14499,1205,1744,574,2417,3640,1375,992,1369,4616
2020-12-21,15322,1348,2102,965,2497,4031,1406,1016,1498,4771
2020-12-22,15426,1253,1955,915,2434,3955,1405,1052,1363,4846
2020-12-23,14605,1228,1898,862,2327,4040,1363,1035,1344,4468
2020-12-24,13241,1070,1798,548,2038,3459,1254,859,1205,4374
2020-12-25,12581,993,1539,365,1969,3049,1059,870,1062,3832
2020-12-26,13741,1011,1604,359,2104,3527,1265,950,1265,4304
2020-12-27,14349,1098,1828,365,2238,3525,1331,952,1310,4429
2020-12-28,16684,1315,2196,713,2356,4029,1451,1006,1442,5023
2020-12-29,16514,1191,2329,740,2622,4098,1477,1084,1577,5103
2020-12-30,14971,1356,2236,686,2716,4137,1577,1091,1652,4931
2020-12-31,12672,957,1942,482,2046,3381,1280,934,1277,4160
2021-01-01,12292,995,1855,358,2201,3244,1164,897,1205,4066
2021-01-02,14312,1142,1878,408,2445,3601,1332,897,1248,4628
2021-01-03,13886,1120,1834,441,2455,3784,1372,1015,1370,4787
2021-01-04,16545,1355,2282,917,2746,4464,1606,1173,1619,5360
2021-01-05,16789,1302,2376,1140,2766,4766,1750,1221,1648,5782
2021-01-06,17149,1301,2144,1006,3222,4712,1678,1083,1926,5320
2021-01-07,16449,1200,2204,1057,2919,4473,1621,1088,1600,5114
2021-01-08,16279,1200,2143,857,2671,4135,1600,1035,1503,5062
2021-01-09,15451,1096,2043,441,2451,3887,1477,896,1300,4487
2021-01-10,15706,1171,2175,490,2695,3898,1658,1110,1642,4730
2021-01-11,17360,1454,2551,1093,2933,4529,1832,1245,1750,5441
2021-01-12,17808,1438,2614,1154,2922,4579,1746,1168,1644,5667
2021-01-13,16209,1394,2440,1185,2760,4216,1671,1158,1607,5744
2021-01-14,15466,1372,2346,1129,2652,4020,1584,1238,1574,5602
2021-01-15,6179,1358,1972,964,1985,2915,1165,981,1210,4527
2021-01-16,3581,1099,1658,365,1672,2163,885,770,1049,3547
2021-01-17,3821,1085,1623,435,1730,2255,831,727,1037,3595
2021-01-18,4315,1239,1953,985,1886,2704,1058,897,1141,4104
2021-01-19,4361,1362,2130,1310,1936,2791,1194,941,1231,4196
2021-01-20,4643,1386,2017,1427,1836,2749,1073,892,1114,3946
2021-01-21,4352,1345,2207,1631,1871,2867,1125,880,1197,4256
2021-01-22,4466,1398,2274,1204,2008,2775,1160,961,1247,4661
2021-01-23,3787,1183,2000,551,1745,2570,949,826,1113,4133
2021-01-24,3757,1219,2052,577,1837,2417,1054,826,1261,4087
2021-01-25,4545,1376,2349,1246,2112,2862,1193,918,1341,4731
2021-01-26,4283,1430,2284,1291,2082,2769,1173,966,1310,4603
2021-01-27,4622,1432,2438,1383,2274,3137,1317,1022,1752,4925
2021-01-28,4390,1328,2201,1333,2109,2986,1175,976,1306,4578
2021-01-29,4114,1194,2103,1144,1958,2672,1065,901,1185,4410
2021-01-30,3497,1054,1895,482,1747,2504,1083,841,1159,3910
2021-01-31,3570,1074,1944,492,1918,2415,1134,903,1170,4020
2021-02-01,4359,1370,2364,1278,2141,2851,1210,1002,1392,4703
2021-02-02,4382,1402,2248,1302,2254,3039,1221,1012,1429,4655
2021-02-03,4612,1403,2310,1239,2045,3154,1210,1012,1403,5129
2021-02-04,4487,1363,2173,1309,2155,2932,1173,961,1292,4732
2021-02-05,4186,1355,2294,1078,1995,2842,1114,915,1268,4541
2021-02-06,3419,1231,1796,480,1831,2481,1018,772,1092,3960
2021-02-07,3742,1379,1821,490,1917,2419,1007,852,1201,3944
2021-02-08,4497,1406,2224,1151,2055,2861,1202,982,1300,4595
2021-02-09,4568,1410,2347,1269,2154,2965,1230,1087,1293,5028
2021-02-10,4579,1289,2226,1179,2155,2936,1263,969,1280,4976
2021-02-11,4598,1277,2291,1197,2138,2837,1160,962,1282,4854
2021-02-12,4218,1257,2041,989,2061,2616,1068,970,1262,4629
2021-02-13,3895,1167,1857,479,1768,2403,984,780,1059,4265
2021-02-14,3636,1083,1774,472,1670,2243,984,831,1123,3968
2021-02-15,4412,1336,2148,1040,1880,2766,1174,909,1258,4666
2021-02-16,4509,1303,2282,1139,2052,2886,1142,965,1361,5048
2021-02-17,4445,1290,2173,1200,2107,2919,1353,974,1392,5027
2021-02-18,4456,1317,2123,1126,2022,2844,1191,961,1262,5281
2021-02-19,4359,1321,2080,1066,2054,2676,1246,951,1279,5454
2021-02-20,4030,1065,1726,481,1880,2437,946,857,1093,4324
2021-02-21,4039,1131,1801,457,1814,2227,914,738,1085,4431
2021-02-22,4739,1323,2201,1108,2389,3028,1346,1034,1366,5142
2021-02-23,4869,1315,2241,1204,2632,3095,1266,1072,1374,5267
2021-02-24,4939,1331,2451,1207,3030,3138,1257,1028,1517,5283
2021-02-25,4718,1389,2394,1189,2437,3042,1280,1009,1466,5231
2021-02-26,4464,1280,2206,1000,2598,2711,1294,1028,1443,5012
2021-02-27,3900,1284,1893,499,2197,2266,1149,852,1196,4338
2021-02-28,3933,1266,1933,475,2124,2205,1032,928,1174,4374
2021-03-01,4733,1362,2313,1157,2234,2501,1141,930,1232,4934
2021-03-02,5011,1396,2347,1322,2326,2689,1317,1012,1419,5107
2021-03-03,4674,1305,2468,1282,2252,2486,1200,937,1277,4856
2021-03-04,4769,1389,2368,1219,2135,2407,1139,918,1293,4619
2021-03-05,4118,1265,2131,1077,2042,2301,1112,971,1298,4411
2021-03-06,3720,1110,1893,450,2030,2046,971,806,1001,4047
2021-03-07,3881,1047,1959,484,1954,1977,986,806,1145,4118
2021-03-08,4489,1305,2256,1149,2031,2377,1145,895,1279,4536
2021-03-09,4677,1265,2321,1238,2073,2534,1224,919,1246,4736
2021-03-10,4507,1331,2253,1301,2181,2454,1261,954,1326,5238
2021-03-11,4357,1326,2307,1385,2170,2395,1156,947,1269,5148
2021-03-12,4151,1215,2152,1032,2046,2388,1164,978,1302,5810
2021-03-13,3543,1231,2013,474,1870,2085,1008,827,1224,5057
2021-03-14,3718,1111,1919,461,1868,1979,1032,886,1271,4750
2021-03-15,4707,1305,2466,1184,2285,2418,1152,950,1533,5624
2021-03-16,4488,1371,2796,1240,2204,2451,1239,1016,1587,5806
2021-03-17,4490,1264,2395,1143,2102,2362,1167,959,1330,5492
2021-03-18,4355,1255,2448,1112,2143,2461,1197,961,1353,5162
2021-03-19,4175,1227,2304,955,2052,2288,1157,902,1302,5120
2021-03-20,3589,1146,1969,504,1763,1973,938,811,1130,4440
2021-03-21,3622,1091,1869,413,1816,1922,1073,829,1130,4376
2021-03-22,4313,1242,2101,1154,2074,2423,1139,915,1237,5193
2021-03-23,4383,1298,2196,1105,2062,2234,1118,993,1288,5000
2021-03-24,4396,1485,2460,1248,2048,2302,1180,913,1305,5159
2021-03-25,4421,1491,2322,1176,2200,2334,1146,914,1342,5010
2021-03-26,3959,1244,2079,963,1927,2306,1119,851,1281,4873
2021-03-27,3482,1202,1914,493,1674,1917,888,726,1025,4098
2021-03-28,3402,1238,1992,443,1714,1900,907,774,1012,4005
2021-03-29,3979,1404,2500,1126,1856,2086,1098,866,1246,4590
2021-03-30,3953,1303,2428,1144,2365,2208,1085,914,1230,4818
2021-03-31,4020,1320,2761,1165,1940,2204,1134,867,1209,4630
2021-04-01,3700,1283,2341,974,2075,2026,978,719,1098,4232
2021-04-02,3593,1176,2178,688,2471,1874,979,769,1037,4149
2021-04-03,3377,1099,2076,406,1832,1833,939,755,1037,3952
2021-04-04,3252,1068,1865,424,1700,1767,832,687,973,3592
2021-04-05,3897,1142,2274,801,1930,2024,1122,776,1094,4454
2021-04-06,4099,1378,2430,985,1939,2087,1001,785,1192,4640
2021-04-07,4007,1323,2345,1114,2480,2401,1163,936,1311,4841
2021-04-08,4412,1371,2165,1134,2522,2651,1178,953,1226,4643
2021-04-09,3968,1285,2140,924,2161,2336,964,758,1198,4694
2021-04-10,3201,1100,1885,422,1669,2103,970,725,957,3963
2021-04-11,3322,1096,2104,441,1822,2080,942,735,1014,3899
2021-04-12,4153,1283,2540,1058,1931,2339,1125,872,1177,4525
2021-04-13,3868,1254,2362,1523,1906,2335,1088,866,1163,4760
2021-04-14,3888,1246,2481,1087,2004,2430,1085,826,1205,4789
2021-04-15,3703,1167,2124,1141,1903,2324,1069,835,1193,4475
2021-04-16,3476,1217,2146,921,1951,2312,1115,847,1262,4151
2021-04-17,3136,925,1660,360,1715,1994,938,699,955,3499
2021-04-18,3147,1046,1822,385,1763,1868,988,712,1079,3470
2021-04-19,4003,1201,2162,1054,2016,2285,1111,780,1183,4295
2021-04-20,3970,1154,2145,1061,1893,2218,1116,774,1120,4384
2021-04-21,3962,1152,2335,1079,1892,2251,979,723,1065,4236
2021-04-22,4205,1228,2705,1060,2011,2365,1127,877,1224,4234
2021-04-23,3772,1180,2376,892,1761,2334,932,713,1096,4087
2021-04-24,3268,1125,1849,419,1623,2071,848,723,1021,3530
2021-04-25,3215,993,1845,446,1599,1942,795,671,1000,3449
2021-04-26,3780,1260,2100,969,1894,2309,913,787,1132,4006
2021-04-27,3934,1258,2241,1067,1953,2275,977,756,1135,4128
2021-04-28,3993,1283,2120,1132,1732,2277,992,790,1127,4149
2021-04-29,4263,1269,2010,1056,1867,2254,1045,779,1109,4651
2021-04-30,3607,1203,1814,848,1765,2032,1115,757,1130,4112
2021-05-01,3131,1038,1625,388,1564,1788,881,683,979,3333
2021-05-02,3054,1025,1561,507,1469,1927,815,641,972,3400
2021-05-03,3677,1240,1964,959,1853,2226,1022,758,1207,4171
2021-05-04,4122,1236,1943,1098,2114,2236,1102,873,1248,4245
2021-05-05,3937,1228,1890,993,1975,2265,1031,816,1198,4246
2021-05-06,3773,1209,1916,1055,1928,2191,1070,878,1309,4218
2021-05-07,3751,1145,1708,918,1978,2028,1040,779,1237,4194
2021-05-08,3348,974,1539,462,1704,1850,879,663,1032,3705
2021-05-09,3105,1026,1462,409,1421,1790,899,653,920,3597
2021-05-10,3803,1185,1914,1005,1820,2107,998,707,1167,4586
2021-05-11,3921,1164,1963,1027,1986,2078,994,742,1192,5074
2021-05-12,3817,1230,2060,1023,1749,2124,1058,736,1130,4898
2021-05-13,3724,1093,1943,900,1591,1810,981,721,1112,4252
2021-05-14,3464,1006,1822,808,1669,1815,916,763,1069,4318
2021-05-15,2971,961,1905,330,1449,1709,831,697,967,3707
2021-05-16,3229,962,1846,426,1646,2002,1138,794,1273,3865
2021-05-17,3869,1063,2078,997,1872,2250,1194,951,1301,4521
2021-05-18,3707,1055,2158,1117,1887,2355,1084,811,1318,4905
2021-05-19,3743,1172,1891,1200,1822,2372,1056,939,1181,5599
2021-05-20,3620,1163,1782,1152,1921,2386,1131,911,1235,4583
2021-05-21,3384,1014,1767,940,1962,2176,1042,827,1152,4175
2021-05-22,3113,922,1371,426,1517,1930,853,674,3105,3601
2021-05-23,3203,863,1629,456,1514,1851,864,658,1005,3525
2021-05-24,3658,1018,1779,968,1748,2048,947,729,1172,3987
2021-05-25,4062,1144,1865,1073,1867,2319,1152,861,1182,4485
2021-05-26,3908,1059,1869,998,1839,2279,1061,871,1245,5196
2021-05-27,3694,1063,1777,1139,1809,2198,994,770,1193,4643
2021-05-28,3609,1054,1682,884,1649,2116,988,758,1073,4317
2021-05-29,3137,859,1421,389,1546,1742,795,628,1024,3697
2021-05-30,3153,854,1466,403,1520,1877,925,702,1025,3573
2021-05-31,3510,1012,1569,688,1641,1972,912,686,975,3865
2021-06-01,3487,1093,1747,987,1788,2126,947,772,1174,4052
2021-06-02,3759,1083,1756,1036,1930,2239,1046,788,1149,4482
2021-06-03,3900,1084,1798,1021,1926,2599,1254,1011,1367,5570
2021-06-04,3665,1003,1714,895,1847,2261,1160,899,1285,4970
2021-06-05,3010,958,1413,367,1806,1992,1027,762,1165,4279
2021-06-06,3027,934,1409,392,1546,1949,879,709,1046,3730
2021-06-07,3679,1138,1833,938,1797,2131,975,795,1171,4411
2021-06-08,3599,1088,1663,1023,1755,2203,1006,803,1120,4558
2021-06-09,3672,1011,1716,1028,1686,2065,916,738,1088,4539
2021-06-10,3436,1043,1629,945,1697,2138,957,757,1085,4222
